Area,Size,Year,Month,Price
Daejeon,85 < and < 102,2015,12,2461
Daejeon,85 < and < 102,2016,1,2461
Daejeon,85 < and < 102,2016,2,2461
Daejeon,85 < and < 102,2016,3,2461
Jeonnam,85 < and < 102,2016,10,2467
Jeonnam,85 < and < 102,2016,11,2467
Jeonnam,85 < and < 102,2016,12,2467
Jeonnam,85 < and < 102,2017,1,2467
Jeonnam,85 < and < 102,2017,2,2467
Chungbuk,85 < and < 102,2018,3,2471
Jeonnam,85 < and < 102,2018,11,2482
Jeonnam,85 < and < 102,2018,12,2482
Kyungbuk,85 < and < 102,2015,11,2516
Kyungbuk,85 < and < 102,2015,12,2516
Kyungbuk,85 < and < 102,2016,1,2516
Chungnam,85 < and < 102,2015,11,2523
Chungnam,85 < and < 102,2015,12,2523
Daegu,85 < and < 102,2015,12,2532
Daegu,85 < and < 102,2016,1,2532
Daegu,85 < and < 102,2016,2,2532
Kyungbuk,85 < and < 102,2016,2,2532
Daegu,85 < and < 102,2016,3,2539
Daegu,85 < and < 102,2016,4,2539
Daegu,85 < and < 102,2016,5,2539
Chungnam,85 < and < 102,2016,1,2541
Chungnam,85 < and < 102,2016,2,2541
Chungnam,85 < and < 102,2016,3,2541
Chungnam,85 < and < 102,2016,4,2541
Kyungbuk,85 < and < 102,2018,9,2550
Chungnam,85 < and < 102,2016,5,2554
Daegu,85 < and < 102,2015,10,2557
Daegu,85 < and < 102,2015,11,2557
Chungbuk,85 < and < 102,2017,4,2563
Chungbuk,85 < and < 102,2017,5,2563
Chungbuk,85 < and < 102,2017,6,2563
Chungbuk,85 < and < 102,2017,7,2563
Chungbuk,85 < and < 102,2017,8,2563
Chungbuk,85 < and < 102,2017,9,2563
Chungbuk,85 < and < 102,2017,10,2563
Chungbuk,85 < and < 102,2019,5,2576
Chungbuk,85 < and < 102,2019,6,2576
Chungbuk,85 < and < 102,2019,7,2576
Chungbuk,85 < and < 102,2019,8,2576
Chungbuk,85 < and < 102,2019,9,2576
Jeju,85 < and < 102,2015,10,2583
Jeju,85 < and < 102,2015,11,2583
Jeju,85 < and < 102,2015,12,2583
Jeju,85 < and < 102,2016,1,2583
Jeju,85 < and < 102,2016,2,2583
Kangwon,85 < and < 102,2018,1,2591
Kangwon,85 < and < 102,2018,2,2595
Daejeon,85 < and < 102,2016,10,2600
Daejeon,85 < and < 102,2016,11,2600
Daejeon,85 < and < 102,2016,12,2600
Daejeon,85 < and < 102,2017,1,2600
Daejeon,85 < and < 102,2017,2,2600
Daejeon,85 < and < 102,2017,3,2600
Daejeon,85 < and < 102,2017,4,2600
Daejeon,85 < and < 102,2017,5,2600
Daejeon,85 < and < 102,2017,6,2600
Kyungbuk,85 < and < 102,2019,10,2604
Kyungbuk,85 < and < 102,2019,11,2604
Kyungbuk,85 < and < 102,2019,12,2604
Chungnam,85 < and < 102,2016,6,2614
Chungnam,85 < and < 102,2016,7,2614
Chungnam,85 < and < 102,2016,8,2614
Chungnam,85 < and < 102,2016,9,2614
Chungnam,85 < and < 102,2016,10,2614
Jeonnam,85 < and < 102,2018,3,2627
Jeonnam,85 < and < 102,2018,4,2627
Jeonnam,85 < and < 102,2018,5,2627
Jeonnam,85 < and < 102,2018,6,2627
Jeonnam,85 < and < 102,2018,7,2627
Jeonnam,85 < and < 102,2018,8,2627
Jeonnam,85 < and < 102,2018,9,2627
Jeonnam,85 < and < 102,2018,10,2627
Kyungbuk,85 < and < 102,2016,8,2630
Kyungbuk,85 < and < 102,2016,9,2630
Chungbuk,85 < and < 102,2019,10,2634
Chungbuk,85 < and < 102,2019,11,2634
Chungbuk,85 < and < 102,2019,12,2634
Chungbuk,85 < and < 102,2020,1,2634
Chungbuk,85 < and < 102,2020,2,2634
Chungbuk,85 < and < 102,2020,3,2634
Chungbuk,85 < and < 102,2020,4,2634
Jeonbuk,85 < and < 102,2018,4,2636
Jeonbuk,85 < and < 102,2018,5,2636
Jeonbuk,85 < and < 102,2018,6,2636
Jeonbuk,85 < and < 102,2018,7,2636
Jeonbuk,85 < and < 102,2018,8,2636
Jeonbuk,85 < and < 102,2018,9,2636
Jeonbuk,85 < and < 102,2018,10,2636
Jeonbuk,85 < and < 102,2018,11,2636
Sejong,85 < and < 102,2015,10,2644
Sejong,85 < and < 102,2015,11,2644
Kyungbuk,85 < and < 102,2016,10,2653
Sejong,85 < and < 102,2016,4,2654
Sejong,85 < and < 102,2016,5,2654
Chungnam,85 < and < 102,2018,6,2657
Chungnam,85 < and < 102,2018,7,2657
Chungnam,85 < and < 102,2018,8,2657
Chungnam,85 < and < 102,2018,9,2657
Chungnam,85 < and < 102,2018,10,2657
Chungnam,85 < and < 102,2018,11,2657
Chungnam,85 < and < 102,2018,12,2657
Chungnam,85 < and < 102,2019,1,2657
Chungnam,85 < and < 102,2019,2,2657
Chungnam,85 < and < 102,2019,3,2657
Chungnam,85 < and < 102,2019,4,2657
Chungnam,85 < and < 102,2019,5,2657
Sejong,85 < and < 102,2016,6,2660
Sejong,85 < and < 102,2015,12,2661
Sejong,85 < and < 102,2016,1,2661
Sejong,85 < and < 102,2016,2,2661
Ulsan,85 < and < 102,2015,11,2663
Ulsan,85 < and < 102,2015,12,2663
Ulsan,85 < and < 102,2016,1,2663
Ulsan,85 < and < 102,2016,2,2663
Ulsan,85 < and < 102,2016,3,2663
Ulsan,85 < and < 102,2016,4,2663
Ulsan,85 < and < 102,2016,5,2663
Ulsan,85 < and < 102,2016,6,2663
Ulsan,85 < and < 102,2016,7,2663
Ulsan,85 < and < 102,2016,8,2663
Ulsan,85 < and < 102,2016,9,2663
Ulsan,85 < and < 102,2016,10,2663
Sejong,85 < and < 102,2016,7,2664
Sejong,85 < and < 102,2016,8,2664
Sejong,85 < and < 102,2016,9,2665
Kyungbuk,85 < and < 102,2019,1,2667
Kyungbuk,85 < and < 102,2019,2,2667
Kyungbuk,85 < and < 102,2019,3,2667
Kyungbuk,85 < and < 102,2019,4,2667
Kyungbuk,85 < and < 102,2019,5,2667
Kyungbuk,85 < and < 102,2019,6,2667
Kyungbuk,85 < and < 102,2019,7,2667
Kyungbuk,85 < and < 102,2019,8,2667
Sejong,85 < and < 102,2016,3,2670
Chungbuk,85 < and < 102,2018,4,2671
Kyungbuk,85 < and < 102,2016,3,2675
Kyungbuk,85 < and < 102,2016,4,2675
Kyungbuk,85 < and < 102,2016,5,2675
Kyungbuk,85 < and < 102,2016,6,2675
Kyungbuk,85 < and < 102,2016,7,2675
Sejong,85 < and < 102,2016,12,2676
Sejong,85 < and < 102,2017,1,2676
Sejong,85 < and < 102,2017,2,2676
Sejong,85 < and < 102,2017,3,2676
Chungbuk,85 < and < 102,2016,10,2684
Sejong,85 < and < 102,2016,10,2687
Sejong,85 < and < 102,2016,11,2687
Chungbuk,85 < and < 102,2021,5,2688
Chungbuk,85 < and < 102,2021,6,2688
Chungbuk,85 < and < 102,2021,7,2688
Chungbuk,85 < and < 102,2021,8,2688
Chungbuk,85 < and < 102,2021,9,2688
Chungbuk,85 < and < 102,2021,10,2688
Chungbuk,85 < and < 102,2021,11,2688
Kyungbuk,85 < and < 102,2016,11,2690
Kyungbuk,85 < and < 102,2016,12,2690
Kyungbuk,85 < and < 102,2017,1,2690
Kyungbuk,85 < and < 102,2017,2,2690
Kyungbuk,85 < and < 102,2017,3,2690
Kyungbuk,85 < and < 102,2017,4,2690
Kyungbuk,85 < and < 102,2017,5,2690
Kyungbuk,85 < and < 102,2017,6,2690
Kyungbuk,85 < and < 102,2017,7,2690
Kyungbuk,85 < and < 102,2018,10,2699
Kyungbuk,85 < and < 102,2018,11,2699
Kyungbuk,85 < and < 102,2018,12,2699
Chungbuk,85 < and < 102,2020,12,2706
Chungbuk,85 < and < 102,2021,1,2706
Chungbuk,85 < and < 102,2021,2,2706
Chungbuk,85 < and < 102,2021,3,2706
Chungbuk,85 < and < 102,2021,4,2706
Jeju,85 < and < 102,2016,5,2708
Jeonbuk,85 < and < 102,2020,6,2710
Jeonbuk,85 < and < 102,2020,7,2710
Jeonbuk,85 < and < 102,2020,8,2710
Jeonbuk,85 < and < 102,2020,9,2710
Chungbuk,85 < and < 102,2016,11,2711
Jeonbuk,85 < and < 102,2019,4,2724
Jeonbuk,85 < and < 102,2019,5,2724
Jeonbuk,85 < and < 102,2019,6,2724
Jeonbuk,85 < and < 102,2019,7,2724
Jeonbuk,85 < and < 102,2019,8,2724
Jeonbuk,85 < and < 102,2019,9,2724
Jeju,85 < and < 102,2016,4,2725
Chungbuk,85 < and < 102,2018,5,2725
Chungbuk,85 < and < 102,2018,6,2725
Chungbuk,85 < and < 102,2018,7,2725
Chungbuk,85 < and < 102,2018,8,2725
Chungbuk,85 < and < 102,2018,9,2725
Chungbuk,85 < and < 102,2018,10,2725
Chungbuk,85 < and < 102,2018,11,2725
Chungbuk,85 < and < 102,2018,12,2725
Chungbuk,85 < and < 102,2019,1,2725
Chungbuk,85 < and < 102,2019,2,2725
Kyungbuk,85 < and < 102,2019,9,2726
Kangwon,85 < and < 102,2021,3,2729
Kangwon,85 < and < 102,2021,4,2729
Chungbuk,85 < and < 102,2020,5,2739
Chungbuk,85 < and < 102,2020,6,2739
Chungbuk,85 < and < 102,2020,7,2739
Chungbuk,85 < and < 102,2020,8,2739
Chungbuk,85 < and < 102,2020,9,2739
Chungnam,85 < and < 102,2015,10,2743
Kangwon,85 < and < 102,2020,7,2743
Kangwon,85 < and < 102,2020,8,2743
Kangwon,85 < and < 102,2020,9,2743
Kangwon,85 < and < 102,2020,10,2743
Kangwon,85 < and < 102,2020,11,2743
Chungbuk,85 < and < 102,2021,12,2752
Gwangju,85 < and < 102,2016,4,2754
Gwangju,85 < and < 102,2016,5,2754
Gwangju,85 < and < 102,2016,6,2754
Gwangju,85 < and < 102,2016,7,2754
Gwangju,85 < and < 102,2016,8,2754
Gwangju,85 < and < 102,2016,9,2754
Gwangju,85 < and < 102,2016,10,2754
Kangwon,85 < and < 102,2021,5,2754
Kangwon,85 < and < 102,2021,6,2754
Jeonbuk,85 < and < 102,2019,10,2764
Jeonbuk,85 < and < 102,2019,11,2764
Jeonbuk,85 < and < 102,2019,12,2764
Jeonbuk,85 < and < 102,2020,1,2764
Jeonbuk,85 < and < 102,2020,2,2764
Jeonbuk,85 < and < 102,2020,3,2764
Sejong,85 < and < 102,2017,4,2787
Sejong,85 < and < 102,2017,5,2787
Sejong,85 < and < 102,2017,6,2787
Sejong,85 < and < 102,2017,7,2787
Sejong,85 < and < 102,2017,8,2787
Chungbuk,85 < and < 102,2019,3,2789
Chungbuk,85 < and < 102,2019,4,2789
Sejong,85 < and < 102,2017,10,2790
Sejong,85 < and < 102,2017,11,2790
Jeonnam,85 < and < 102,2022,2,2793
Jeonnam,85 < and < 102,2022,3,2793
Jeonnam,85 < and < 102,2022,4,2793
Sejong,85 < and < 102,2017,9,2796
Kangwon,85 < and < 102,2021,7,2811
Kangwon,85 < and < 102,2021,8,2811
Kangwon,85 < and < 102,2021,9,2811
Gwangju,85 < and < 102,2016,11,2817
Gwangju,85 < and < 102,2016,12,2817
Gwangju,85 < and < 102,2017,1,2817
Gwangju,85 < and < 102,2017,2,2817
Gwangju,85 < and < 102,2017,3,2817
Kangwon,85 < and < 102,2018,3,2830
Kangwon,85 < and < 102,2018,4,2830
Daejeon,85 < and < 102,2017,7,2834
Daejeon,85 < and < 102,2017,8,2834
Daejeon,85 < and < 102,2017,9,2834
Daegu,85 < and < 102,2016,6,2839
Kyungnam,85 < and < 102,2016,9,2844
Chungbuk,85 < and < 102,2016,12,2855
Chungbuk,85 < and < 102,2017,1,2855
Chungbuk,85 < and < 102,2017,2,2855
Chungbuk,85 < and < 102,2017,3,2855
Kyungnam,85 < and < 102,2018,3,2857
Kyungnam,85 < and < 102,2018,4,2857
Kyungnam,85 < and < 102,2018,5,2857
Kyungnam,85 < and < 102,2018,6,2857
Kyungnam,85 < and < 102,2018,7,2857
Kyungnam,85 < and < 102,2018,8,2857
Kyungnam,85 < and < 102,2018,9,2857
Kangwon,85 < and < 102,2018,5,2864
Kangwon,85 < and < 102,2018,6,2864
Kangwon,85 < and < 102,2018,7,2864
Kangwon,85 < and < 102,2018,8,2864
Kangwon,85 < and < 102,2018,9,2864
Kangwon,85 < and < 102,2018,10,2864
Kangwon,85 < and < 102,2018,11,2865
Kangwon,85 < and < 102,2018,12,2865
Kyungbuk,85 < and < 102,2017,8,2867
Kyungbuk,85 < and < 102,2017,9,2867
Kyungbuk,85 < and < 102,2017,10,2867
Kyungnam,85 < and < 102,2016,10,2870
Kyungnam,85 < and < 102,2016,11,2872
Kyungnam,85 < and < 102,2016,12,2872
Kyungnam,85 < and < 102,2017,1,2872
Kyungnam,85 < and < 102,2017,2,2872
Kyungnam,85 < and < 102,2017,3,2872
Kyungnam,85 < and < 102,2017,4,2872
Kyungnam,85 < and < 102,2017,5,2873
Gwangju,85 < and < 102,2017,4,2880
Gwangju,85 < and < 102,2017,5,2880
Gwangju,85 < and < 102,2017,6,2880
Gwangju,85 < and < 102,2017,7,2880
Gwangju,85 < and < 102,2017,8,2880
Gwangju,85 < and < 102,2017,9,2880
Gwangju,85 < and < 102,2017,10,2880
Kangwon,85 < and < 102,2020,12,2880
Kangwon,85 < and < 102,2021,1,2880
Kangwon,85 < and < 102,2021,2,2880
Daegu,85 < and < 102,2016,7,2884
Kyungnam,85 < and < 102,2015,10,2890
Kyungnam,85 < and < 102,2017,11,2914
Kyungnam,85 < and < 102,2017,12,2914
Kyungnam,85 < and < 102,2018,1,2914
Kyungnam,85 < and < 102,2018,2,2914
Kyungnam,85 < and < 102,2016,1,2925
Kyungnam,85 < and < 102,2016,2,2925
Chungnam,85 < and < 102,2016,11,2926
Chungnam,85 < and < 102,2016,12,2926
Busan,85 < and < 102,2016,4,2930
Kyungnam,85 < and < 102,2015,12,2934
Jeonbuk,85 < and < 102,2021,11,2939
Ulsan,85 < and < 102,2015,10,2951
Chungnam,85 < and < 102,2020,10,2954
Chungnam,85 < and < 102,2020,11,2954
Chungnam,85 < and < 102,2020,12,2954
Chungnam,85 < and < 102,2021,1,2954
Chungnam,85 < and < 102,2021,2,2954
Chungnam,85 < and < 102,2021,3,2954
Busan,85 < and < 102,2015,10,2957
Busan,85 < and < 102,2015,11,2957
Busan,85 < and < 102,2015,12,2957
Busan,85 < and < 102,2016,1,2957
Busan,85 < and < 102,2016,2,2957
Busan,85 < and < 102,2016,3,2957
Chungnam,85 < and < 102,2017,1,2963
Chungnam,85 < and < 102,2017,2,2963
Chungnam,85 < and < 102,2017,3,2963
Chungnam,85 < and < 102,2017,4,2963
Chungnam,85 < and < 102,2017,5,2963
Chungnam,85 < and < 102,2017,6,2963
Chungnam,85 < and < 102,2017,7,2963
Chungnam,85 < and < 102,2017,8,2963
Chungnam,85 < and < 102,2017,9,2963
Chungnam,85 < and < 102,2017,10,2963
Chungbuk,85 < and < 102,2022,1,2967
Chungbuk,85 < and < 102,2022,2,2967
Chungbuk,85 < and < 102,2022,3,2967
Kyungnam,85 < and < 102,2017,10,2971
Jeonbuk,85 < and < 102,2023,10,2975
Kyungnam,85 < and < 102,2015,11,2980
Jeonnam,85 < and < 102,2020,3,3005
Jeonnam,85 < and < 102,2020,4,3005
Jeonnam,85 < and < 102,2020,5,3005
Jeonnam,85 < and < 102,2020,6,3005
Jeonnam,85 < and < 102,2020,7,3005
Jeonbuk,85 < and < 102,2020,4,3011
Jeonbuk,85 < and < 102,2020,5,3011
Daegu,85 < and < 102,2018,4,3012
Daegu,85 < and < 102,2018,5,3012
Daegu,85 < and < 102,2018,6,3012
Busan,85 < and < 102,2017,5,3013
Busan,85 < and < 102,2017,6,3013
Kyungnam,85 < and < 102,2018,10,3015
Daegu,85 < and < 102,2017,6,3019
Jeonbuk,85 < and < 102,2024,4,3019
Jeonnam,85 < and < 102,2020,8,3021
Jeonnam,85 < and < 102,2020,9,3021
Jeonnam,85 < and < 102,2020,10,3021
Jeonnam,85 < and < 102,2020,11,3021
Jeonnam,85 < and < 102,2020,12,3021
Jeonnam,85 < and < 102,2021,1,3021
Jeonnam,85 < and < 102,2021,2,3021
Kangwon,85 < and < 102,2019,3,3022
Kangwon,85 < and < 102,2019,4,3022
Kyungnam,85 < and < 102,2016,8,3028
Kyungnam,85 < and < 102,2017,6,3042
Kyungnam,85 < and < 102,2017,7,3042
Kyungnam,85 < and < 102,2017,8,3042
Daegu,85 < and < 102,2016,8,3045
Daegu,85 < and < 102,2016,9,3045
Daegu,85 < and < 102,2016,10,3045
Daegu,85 < and < 102,2016,11,3045
Daegu,85 < and < 102,2016,12,3045
Daegu,85 < and < 102,2017,1,3045
Daegu,85 < and < 102,2017,2,3045
Kyungnam,85 < and < 102,2016,6,3052
Kyungnam,85 < and < 102,2016,7,3052
Jeonbuk,85 < and < 102,2018,12,3052
Jeonbuk,85 < and < 102,2019,1,3052
Jeonbuk,85 < and < 102,2019,2,3052
Jeonbuk,85 < and < 102,2019,3,3052
Kyungnam,85 < and < 102,2016,3,3053
Jeonnam,85 < and < 102,2021,3,3066
Jeonnam,85 < and < 102,2021,4,3066
Jeonnam,85 < and < 102,2021,5,3066
Jeonnam,85 < and < 102,2021,6,3066
Jeonnam,85 < and < 102,2021,7,3066
Daejeon,85 < and < 102,2017,10,3067
Daejeon,85 < and < 102,2017,11,3067
Daejeon,85 < and < 102,2017,12,3067
Daejeon,85 < and < 102,2018,1,3067
Daejeon,85 < and < 102,2018,2,3067
Daejeon,85 < and < 102,2018,3,3067
Daejeon,85 < and < 102,2018,4,3067
Daejeon,85 < and < 102,2018,5,3067
Daejeon,85 < and < 102,2018,6,3067
Kangwon,85 < and < 102,2019,1,3068
Kangwon,85 < and < 102,2019,2,3068
Chungbuk,85 < and < 102,2022,4,3082
Chungnam,85 < and < 102,2021,7,3085
Chungnam,85 < and < 102,2021,8,3085
Chungnam,85 < and < 102,2021,9,3085
Busan,85 < and < 102,2016,5,3096
Chungnam,85 < and < 102,2021,4,3098
Chungnam,85 < and < 102,2021,5,3098
Chungnam,85 < and < 102,2021,6,3098
Sejong,85 < and < 102,2017,12,3099
Sejong,85 < and < 102,2018,1,3099
Sejong,85 < and < 102,2018,2,3099
Sejong,85 < and < 102,2018,3,3099
Jeju,85 < and < 102,2016,6,3107
Jeju,85 < and < 102,2016,7,3107
Jeju,85 < and < 102,2016,8,3107
Kyungbuk,85 < and < 102,2023,6,3116
Sejong,85 < and < 102,2018,4,3138
Sejong,85 < and < 102,2018,5,3138
Sejong,85 < and < 102,2018,6,3138
Sejong,85 < and < 102,2018,7,3138
Sejong,85 < and < 102,2018,8,3138
Sejong,85 < and < 102,2018,9,3138
Sejong,85 < and < 102,2018,10,3138
Sejong,85 < and < 102,2018,11,3138
Sejong,85 < and < 102,2018,12,3155
Sejong,85 < and < 102,2019,1,3155
Sejong,85 < and < 102,2019,2,3155
Sejong,85 < and < 102,2019,3,3155
Jeju,85 < and < 102,2016,9,3157
Jeju,85 < and < 102,2016,10,3157
Jeju,85 < and < 102,2016,11,3157
Jeju,85 < and < 102,2016,12,3157
Jeju,85 < and < 102,2017,1,3157
Jeju,85 < and < 102,2017,2,3157
Jeju,85 < and < 102,2017,3,3157
Chungnam,85 < and < 102,2020,7,3163
Chungnam,85 < and < 102,2020,8,3163
Chungnam,85 < and < 102,2020,9,3163
Jeonbuk,85 < and < 102,2021,12,3166
Jeonbuk,85 < and < 102,2022,1,3166
Jeonbuk,85 < and < 102,2022,2,3166
Jeonbuk,85 < and < 102,2022,3,3166
Jeonbuk,85 < and < 102,2022,4,3166
Jeonbuk,85 < and < 102,2022,5,3166
Jeonbuk,85 < and < 102,2022,6,3166
Kyungnam,85 < and < 102,2018,11,3173
Kyungnam,85 < and < 102,2018,12,3173
Kyungnam,85 < and < 102,2019,1,3173
Kyungnam,85 < and < 102,2019,2,3173
Kyungnam,85 < and < 102,2019,3,3173
Kyungnam,85 < and < 102,2019,4,3173
Kyungnam,85 < and < 102,2016,4,3176
Chungbuk,85 < and < 102,2022,8,3190
Jeonnam,85 < and < 102,2022,5,3198
Jeonnam,85 < and < 102,2022,6,3198
Jeonnam,85 < and < 102,2022,7,3198
Jeonnam,85 < and < 102,2022,8,3198
Jeonnam,85 < and < 102,2022,9,3198
Jeonnam,85 < and < 102,2022,10,3198
Jeonnam,85 < and < 102,2022,11,3198
Jeonnam,85 < and < 102,2022,12,3198
Jeonnam,85 < and < 102,2023,1,3198
Chungnam,85 < and < 102,2019,10,3201
Chungnam,85 < and < 102,2019,11,3201
Chungnam,85 < and < 102,2019,12,3201
Chungnam,85 < and < 102,2020,1,3201
Chungnam,85 < and < 102,2020,2,3201
Chungnam,85 < and < 102,2020,3,3201
Chungnam,85 < and < 102,2020,4,3201
Chungnam,85 < and < 102,2020,5,3201
Chungnam,85 < and < 102,2020,6,3201
Kyungbuk,85 < and < 102,2020,10,3209
Kyungnam,85 < and < 102,2019,5,3211
Kyungnam,85 < and < 102,2019,6,3211
Kyungnam,85 < and < 102,2019,7,3211
Kyungnam,85 < and < 102,2019,8,3211
Kyungnam,85 < and < 102,2019,9,3211
Jeonbuk,85 < and < 102,2022,7,3212
Jeonbuk,85 < and < 102,2022,8,3212
Jeonbuk,85 < and < 102,2022,9,3212
Chungbuk,85 < and < 102,2022,5,3213
Chungbuk,85 < and < 102,2022,6,3213
Chungbuk,85 < and < 102,2022,7,3213
Daegu,85 < and < 102,2017,3,3216
Daegu,85 < and < 102,2017,4,3216
Daegu,85 < and < 102,2017,5,3216
Chungbuk,85 < and < 102,2023,1,3219
Chungbuk,85 < and < 102,2023,2,3219
Chungbuk,85 < and < 102,2023,3,3219
Jeju,85 < and < 102,2018,7,3226
Jeju,85 < and < 102,2018,8,3226
Jeju,85 < and < 102,2018,9,3226
Jeju,85 < and < 102,2018,10,3226
Jeju,85 < and < 102,2018,11,3226
Jeju,85 < and < 102,2018,12,3226
Jeju,85 < and < 102,2019,1,3226
Jeju,85 < and < 102,2019,2,3226
Jeju,85 < and < 102,2019,3,3226
Jeju,85 < and < 102,2019,4,3226
Jeju,85 < and < 102,2019,5,3226
Jeju,85 < and < 102,2019,6,3226
Incheon,85 < and < 102,2018,6,3229
Incheon,85 < and < 102,2018,7,3229
Incheon,85 < and < 102,2018,8,3229
Incheon,85 < and < 102,2018,9,3229
Chungbuk,85 < and < 102,2022,10,3232
Chungbuk,85 < and < 102,2022,11,3232
Chungbuk,85 < and < 102,2022,12,3232
Jeonbuk,85 < and < 102,2022,10,3239
Jeonbuk,85 < and < 102,2021,7,3240
Jeonbuk,85 < and < 102,2021,8,3240
Jeonbuk,85 < and < 102,2021,9,3240
Jeonbuk,85 < and < 102,2021,10,3240
Kyungnam,85 < and < 102,2020,4,3246
Kyungnam,85 < and < 102,2019,10,3247
Kyungnam,85 < and < 102,2019,11,3247
Kyungnam,85 < and < 102,2019,12,3247
Kyungnam,85 < and < 102,2020,1,3247
Kyungnam,85 < and < 102,2020,2,3247
Kyungnam,85 < and < 102,2020,3,3247
Busan,85 < and < 102,2016,6,3253
Jeju,85 < and < 102,2017,4,3271
Incheon,85 < and < 102,2016,12,3275
Incheon,85 < and < 102,2017,1,3275
Incheon,85 < and < 102,2017,2,3275
Incheon,85 < and < 102,2017,3,3275
Incheon,85 < and < 102,2017,4,3275
Kyungnam,85 < and < 102,2016,5,3278
Gyeonggi,85 < and < 102,2016,9,3280
Jeonbuk,85 < and < 102,2022,11,3288
Busan,85 < and < 102,2016,7,3297
Chungbuk,85 < and < 102,2023,5,3302
Chungbuk,85 < and < 102,2023,6,3302
Chungbuk,85 < and < 102,2023,7,3302
Gyeonggi,85 < and < 102,2016,8,3303
Gyeonggi,85 < and < 102,2016,10,3305
Chungbuk,85 < and < 102,2023,4,3305
Incheon,85 < and < 102,2016,10,3311
Incheon,85 < and < 102,2016,11,3311
Kyungbuk,85 < and < 102,2023,5,3321
Kangwon,85 < and < 102,2019,5,3329
Kangwon,85 < and < 102,2019,6,3329
Kangwon,85 < and < 102,2019,7,3329
Kangwon,85 < and < 102,2019,8,3329
Kangwon,85 < and < 102,2019,9,3329
Kangwon,85 < and < 102,2019,10,3329
Kangwon,85 < and < 102,2019,11,3329
Kangwon,85 < and < 102,2019,12,3329
Kangwon,85 < and < 102,2020,1,3329
Kangwon,85 < and < 102,2020,2,3329
Jeonbuk,85 < and < 102,2022,12,3332
Jeonbuk,85 < and < 102,2023,1,3332
Jeonbuk,85 < and < 102,2023,2,3332
Jeonbuk,85 < and < 102,2023,3,3332
Jeonbuk,85 < and < 102,2023,4,3332
Jeonbuk,85 < and < 102,2023,5,3332
Jeonbuk,85 < and < 102,2023,6,3332
Gyeonggi,85 < and < 102,2016,6,3334
Jeonbuk,85 < and < 102,2023,7,3341
Jeonbuk,85 < and < 102,2023,8,3341
Jeonbuk,85 < and < 102,2023,9,3341
Gyeonggi,85 < and < 102,2016,7,3344
Busan,85 < and < 102,2016,12,3354
Busan,85 < and < 102,2017,1,3354
Busan,85 < and < 102,2017,2,3354
Busan,85 < and < 102,2017,3,3354
Busan,85 < and < 102,2017,4,3354
Gyeonggi,85 < and < 102,2016,12,3360
Gyeonggi,85 < and < 102,2017,1,3360
Gyeonggi,85 < and < 102,2016,3,3363
Incheon,85 < and < 102,2016,9,3366
Incheon,85 < and < 102,2016,5,3367
Chungbuk,85 < and < 102,2022,9,3369
Gyeonggi,85 < and < 102,2016,5,3370
Gyeonggi,85 < and < 102,2016,2,3381
Busan,85 < and < 102,2016,8,3383
Busan,85 < and < 102,2016,9,3383
Chungnam,85 < and < 102,2021,10,3388
Chungnam,85 < and < 102,2021,11,3388
Gyeonggi,85 < and < 102,2015,11,3391
Incheon,85 < and < 102,2018,10,3391
Incheon,85 < and < 102,2017,5,3392
Gyeonggi,85 < and < 102,2016,4,3395
Busan,85 < and < 102,2016,10,3395
Busan,85 < and < 102,2016,11,3395
Incheon,85 < and < 102,2018,3,3395
Incheon,85 < and < 102,2018,4,3395
Jeonnam,85 < and < 102,2023,2,3400
Jeonnam,85 < and < 102,2023,3,3400
Jeonnam,85 < and < 102,2023,4,3400
Incheon,85 < and < 102,2017,7,3427
Incheon,85 < and < 102,2017,8,3427
Chungbuk,85 < and < 102,2023,9,3434
Gyeonggi,85 < and < 102,2016,11,3439
Incheon,85 < and < 102,2017,6,3439
Busan,85 < and < 102,2017,9,3442
Incheon,85 < and < 102,2017,10,3445
Incheon,85 < and < 102,2017,11,3445
Gyeonggi,85 < and < 102,2015,12,3449
Gyeonggi,85 < and < 102,2016,1,3450
Incheon,85 < and < 102,2016,6,3453
Incheon,85 < and < 102,2016,7,3454
Incheon,85 < and < 102,2016,8,3454
Gyeonggi,85 < and < 102,2017,2,3454
Busan,85 < and < 102,2017,10,3454
Busan,85 < and < 102,2017,8,3455
Incheon,85 < and < 102,2018,5,3470
Kangwon,85 < and < 102,2021,10,3474
Kangwon,85 < and < 102,2021,11,3474
Incheon,85 < and < 102,2017,9,3478
Incheon,85 < and < 102,2017,12,3478
Incheon,85 < and < 102,2018,1,3478
Incheon,85 < and < 102,2018,2,3478
Jeonbuk,85 < and < 102,2024,5,3487
Jeonbuk,85 < and < 102,2024,6,3487
Busan,85 < and < 102,2017,7,3492
Incheon,85 < and < 102,2018,11,3492
Incheon,85 < and < 102,2018,12,3492
Incheon,85 < and < 102,2019,1,3492
Incheon,85 < and < 102,2019,2,3492
Gyeonggi,85 < and < 102,2015,10,3496
Sejong,85 < and < 102,2019,4,3510
Sejong,85 < and < 102,2019,5,3510
Sejong,85 < and < 102,2019,6,3510
Sejong,85 < and < 102,2019,7,3510
Sejong,85 < and < 102,2019,8,3510
Sejong,85 < and < 102,2019,9,3510
Sejong,85 < and < 102,2019,10,3510
Sejong,85 < and < 102,2019,11,3510
