Area,Size,Year,Month,Price
Jeonbuk,> 102,2017,9,2138
Jeonbuk,> 102,2017,10,2138
Jeonnam,> 102,2016,10,2157
Kangwon,> 102,2015,10,2171
Kangwon,> 102,2015,11,2171
Kangwon,> 102,2015,12,2171
Kangwon,> 102,2016,1,2171
Jeonnam,> 102,2015,11,2176
Jeonnam,> 102,2015,12,2176
Jeonnam,> 102,2016,1,2176
Jeonnam,> 102,2016,2,2176
Jeonnam,> 102,2016,3,2176
Jeonnam,> 102,2016,4,2176
Jeonnam,> 102,2016,5,2176
Kangwon,> 102,2016,10,2191
Kangwon,> 102,2016,11,2191
Jeonnam,> 102,2017,6,2197
Jeonnam,> 102,2017,7,2197
Jeonnam,> 102,2017,8,2197
Jeonnam,> 102,2017,9,2197
Chungbuk,> 102,2016,11,2221
Kyungbuk,> 102,2015,10,2222
Chungbuk,> 102,2016,6,2243
Chungbuk,> 102,2016,7,2243
Chungbuk,> 102,2016,8,2243
Chungbuk,> 102,2016,9,2243
Kangwon,> 102,2017,1,2246
Chungbuk,> 102,2016,10,2247
Kangwon,> 102,2016,12,2247
Jeonbuk,> 102,2015,10,2250
Kangwon,> 102,2017,2,2251
Kangwon,> 102,2017,3,2251
Kangwon,> 102,2017,4,2251
Chungbuk,> 102,2015,12,2261
Chungbuk,> 102,2016,1,2261
Chungbuk,> 102,2016,2,2261
Chungbuk,> 102,2016,3,2261
Chungbuk,> 102,2016,4,2261
Jeonnam,> 102,2016,11,2262
Jeonnam,> 102,2016,6,2264
Jeonnam,> 102,2016,7,2264
Jeonnam,> 102,2016,8,2264
Jeonnam,> 102,2016,9,2264
Chungbuk,> 102,2016,5,2271
Chungbuk,> 102,2015,11,2277
Jeonbuk,> 102,2017,7,2281
Jeonbuk,> 102,2017,8,2281
Jeonbuk,> 102,2015,11,2282
Jeonbuk,> 102,2015,12,2282
Jeonbuk,> 102,2016,1,2282
Kangwon,> 102,2017,5,2282
Jeonbuk,> 102,2016,2,2283
Chungnam,> 102,2017,11,2283
Chungnam,> 102,2017,12,2283
Chungnam,> 102,2018,1,2283
Chungnam,> 102,2018,2,2283
Chungnam,> 102,2018,3,2283
Chungnam,> 102,2018,4,2283
Kangwon,> 102,2016,5,2289
Jeonnam,> 102,2015,10,2292
Jeonbuk,> 102,2016,3,2293
Jeonbuk,> 102,2017,2,2300
Jeonnam,> 102,2017,3,2307
Jeonnam,> 102,2017,4,2307
Jeonnam,> 102,2017,5,2307
Kangwon,> 102,2019,3,2311
Kyungbuk,> 102,2016,3,2314
Kyungbuk,> 102,2016,4,2314
Jeonbuk,> 102,2017,3,2315
Jeonbuk,> 102,2017,4,2315
Jeonnam,> 102,2016,12,2319
Jeonnam,> 102,2017,1,2319
Jeonnam,> 102,2017,2,2319
Kangwon,> 102,2017,9,2319
Kangwon,> 102,2019,1,2319
Kangwon,> 102,2019,2,2319
Jeonbuk,> 102,2016,11,2321
Jeonbuk,> 102,2016,12,2321
Jeonbuk,> 102,2017,1,2321
Jeonbuk,> 102,2016,5,2322
Jeonbuk,> 102,2016,6,2322
Kyungbuk,> 102,2016,5,2323
Jeonbuk,> 102,2016,7,2323
Jeonbuk,> 102,2016,8,2323
Jeonbuk,> 102,2016,9,2323
Jeonbuk,> 102,2016,10,2324
Chungbuk,> 102,2017,4,2333
Kangwon,> 102,2016,6,2339
Kangwon,> 102,2016,7,2339
Kyungbuk,> 102,2016,1,2346
Kyungbuk,> 102,2016,2,2346
Kangwon,> 102,2016,2,2350
Kangwon,> 102,2016,3,2350
Kangwon,> 102,2016,4,2350
Chungbuk,> 102,2017,2,2358
Chungbuk,> 102,2017,3,2358
Chungbuk,> 102,2016,12,2362
Chungbuk,> 102,2017,1,2362
Chungbuk,> 102,2015,10,2369
Kyungbuk,> 102,2015,11,2370
Kyungbuk,> 102,2015,12,2370
Jeonbuk,> 102,2017,5,2373
Jeonbuk,> 102,2017,6,2373
Jeonbuk,> 102,2016,4,2380
Kangwon,> 102,2016,9,2380
Kangwon,> 102,2018,12,2387
Kangwon,> 102,2017,10,2392
Jeonnam,> 102,2017,10,2395
Kangwon,> 102,2017,6,2400
Kangwon,> 102,2017,7,2401
Kangwon,> 102,2017,8,2401
Kangwon,> 102,2016,8,2402
Jeonnam,> 102,2018,2,2418
Jeonnam,> 102,2017,12,2423
Jeonbuk,> 102,2018,2,2428
Jeonbuk,> 102,2018,3,2428
Jeonbuk,> 102,2017,12,2433
Jeonbuk,> 102,2018,1,2433
Jeonbuk,> 102,2017,11,2441
Chungnam,> 102,2015,10,2442
Jeonnam,> 102,2018,3,2443
Chungnam,> 102,2015,12,2444
Chungnam,> 102,2016,1,2444
Chungnam,> 102,2016,2,2444
Chungnam,> 102,2016,3,2444
Gwangju,> 102,2018,4,2453
Gwangju,> 102,2018,5,2453
Gwangju,> 102,2018,6,2453
Gwangju,> 102,2018,7,2453
Gwangju,> 102,2018,8,2453
Jeonnam,> 102,2018,1,2458
Chungnam,> 102,2015,11,2468
Jeonnam,> 102,2018,4,2469
Jeonnam,> 102,2018,5,2469
Jeonnam,> 102,2018,6,2469
Jeonnam,> 102,2018,7,2469
Jeonnam,> 102,2018,8,2469
Chungbuk,> 102,2018,3,2482
Chungbuk,> 102,2018,2,2485
Jeonnam,> 102,2017,11,2491
Kyungbuk,> 102,2016,11,2499
Kyungbuk,> 102,2016,12,2499
Chungbuk,> 102,2017,6,2500
Chungbuk,> 102,2017,7,2500
Chungbuk,> 102,2017,8,2500
Chungbuk,> 102,2017,9,2500
Chungbuk,> 102,2017,10,2500
Jeonnam,> 102,2018,11,2502
Chungbuk,> 102,2017,11,2504
Chungbuk,> 102,2017,12,2504
Chungbuk,> 102,2018,1,2504
Jeonnam,> 102,2018,9,2519
Jeonnam,> 102,2018,10,2519
Kyungbuk,> 102,2016,6,2526
Kyungbuk,> 102,2016,7,2526
Kangwon,> 102,2018,11,2528
Chungbuk,> 102,2019,7,2532
Chungbuk,> 102,2019,8,2532
Chungbuk,> 102,2019,9,2532
Chungbuk,> 102,2019,10,2532
Chungbuk,> 102,2019,11,2532
Chungbuk,> 102,2019,12,2532
Chungbuk,> 102,2020,1,2532
Chungbuk,> 102,2020,2,2532
Chungnam,> 102,2018,5,2537
Kyungbuk,> 102,2017,1,2540
Kyungbuk,> 102,2017,2,2540
Kyungbuk,> 102,2016,10,2544
Kyungbuk,> 102,2016,9,2550
Chungnam,> 102,2017,6,2560
Chungnam,> 102,2017,7,2560
Jeonbuk,> 102,2020,10,2562
Jeonbuk,> 102,2020,11,2562
Chungbuk,> 102,2017,5,2564
Jeju,> 102,2015,10,2574
Jeju,> 102,2015,11,2574
Jeju,> 102,2015,12,2574
Jeju,> 102,2016,1,2574
Jeju,> 102,2016,2,2574
Kangwon,> 102,2019,5,2574
Kangwon,> 102,2019,6,2574
Kyungbuk,> 102,2016,8,2576
Chungnam,> 102,2018,6,2580
Chungnam,> 102,2018,7,2580
Sejong,> 102,2016,8,2585
Sejong,> 102,2016,7,2589
Kangwon,> 102,2018,6,2592
Jeonbuk,> 102,2018,11,2593
Jeonbuk,> 102,2021,2,2597
Jeonbuk,> 102,2021,3,2597
Jeonbuk,> 102,2021,4,2597
Daegu,> 102,2015,10,2598
Jeju,> 102,2016,4,2602
Jeju,> 102,2016,5,2605
Jeju,> 102,2016,6,2605
Jeju,> 102,2016,7,2605
Jeju,> 102,2016,8,2605
Jeonbuk,> 102,2021,1,2605
Kyungbuk,> 102,2017,3,2606
Kyungbuk,> 102,2017,4,2606
Sejong,> 102,2016,6,2610
Kangwon,> 102,2018,4,2611
Jeonbuk,> 102,2020,12,2615
Kyungnam,> 102,2016,11,2621
Kyungnam,> 102,2016,12,2621
Kyungnam,> 102,2017,1,2623
Chungnam,> 102,2017,8,2623
Chungnam,> 102,2017,9,2623
Chungnam,> 102,2017,10,2623
Kyungbuk,> 102,2017,8,2624
Jeonbuk,> 102,2018,10,2627
Kangwon,> 102,2019,4,2628
Kangwon,> 102,2018,5,2631
Jeonnam,> 102,2018,12,2633
Jeonbuk,> 102,2019,4,2634
Jeonbuk,> 102,2019,5,2634
Jeonbuk,> 102,2019,6,2634
Chungnam,> 102,2016,4,2638
Chungnam,> 102,2016,5,2638
Sejong,> 102,2016,9,2638
Kyungnam,> 102,2016,10,2638
Kyungnam,> 102,2016,3,2645
Sejong,> 102,2016,10,2651
Jeonbuk,> 102,2018,12,2651
Jeonbuk,> 102,2019,1,2651
Gwangju,> 102,2018,9,2655
Kyungnam,> 102,2017,3,2657
Kyungnam,> 102,2017,4,2659
Kyungnam,> 102,2016,4,2660
Kyungnam,> 102,2017,5,2661
Jeonbuk,> 102,2021,5,2661
Jeonnam,> 102,2019,1,2664
Kangwon,> 102,2018,7,2665
Kangwon,> 102,2018,8,2665
Kangwon,> 102,2018,9,2665
Kangwon,> 102,2018,10,2665
Kyungbuk,> 102,2017,5,2667
Chungnam,> 102,2019,5,2667
Jeonbuk,> 102,2019,10,2667
Jeonbuk,> 102,2019,11,2667
Jeonbuk,> 102,2019,12,2667
Jeonbuk,> 102,2020,1,2667
Jeonbuk,> 102,2020,2,2667
Jeonbuk,> 102,2020,3,2667
Sejong,> 102,2016,11,2670
Kyungnam,> 102,2016,2,2673
Sejong,> 102,2016,12,2673
Sejong,> 102,2017,1,2673
Sejong,> 102,2017,2,2673
Sejong,> 102,2017,3,2673
Chungbuk,> 102,2019,5,2673
Chungbuk,> 102,2019,6,2673
Kyungbuk,> 102,2017,6,2674
Kyungbuk,> 102,2017,7,2674
Chungnam,> 102,2017,1,2679
Chungnam,> 102,2017,2,2679
Chungnam,> 102,2017,3,2679
Chungbuk,> 102,2018,4,2680
Chungbuk,> 102,2018,5,2683
Chungnam,> 102,2016,11,2685
Chungnam,> 102,2016,12,2685
Chungbuk,> 102,2018,11,2689
Chungbuk,> 102,2018,12,2689
Chungbuk,> 102,2019,1,2689
Chungbuk,> 102,2019,2,2689
Ulsan,> 102,2015,10,2690
Sejong,> 102,2015,10,2692
Chungbuk,> 102,2019,3,2696
Chungbuk,> 102,2019,4,2696
Jeonbuk,> 102,2019,7,2698
Jeonbuk,> 102,2019,8,2698
Jeonbuk,> 102,2019,9,2698
Kangwon,> 102,2017,12,2699
Jeonbuk,> 102,2020,6,2701
Jeonbuk,> 102,2021,6,2701
Jeonbuk,> 102,2020,7,2703
Jeonbuk,> 102,2020,8,2703
Jeonbuk,> 102,2020,9,2703
Kangwon,> 102,2018,1,2704
Sejong,> 102,2017,4,2713
Sejong,> 102,2017,5,2713
Sejong,> 102,2017,6,2713
Sejong,> 102,2017,7,2713
Sejong,> 102,2016,4,2714
Sejong,> 102,2016,5,2714
Kyungnam,> 102,2017,2,2716
Sejong,> 102,2017,8,2719
Chungbuk,> 102,2018,7,2719
Chungbuk,> 102,2018,8,2719
Chungbuk,> 102,2018,9,2719
Chungbuk,> 102,2018,10,2719
Chungnam,> 102,2018,8,2729
Chungnam,> 102,2018,9,2729
Chungnam,> 102,2018,10,2729
Chungnam,> 102,2018,11,2729
Chungnam,> 102,2018,12,2729
Chungnam,> 102,2019,1,2729
Chungnam,> 102,2019,2,2729
Chungnam,> 102,2019,3,2729
Chungnam,> 102,2019,4,2729
Chungbuk,> 102,2021,11,2734
Kyungnam,> 102,2016,9,2736
Kyungnam,> 102,2016,6,2740
Kyungnam,> 102,2016,7,2740
Kyungnam,> 102,2016,5,2741
Daegu,> 102,2015,11,2743
Daegu,> 102,2015,12,2743
Daegu,> 102,2016,1,2743
Daegu,> 102,2016,2,2743
Daegu,> 102,2016,3,2743
Daegu,> 102,2016,4,2743
Daegu,> 102,2016,5,2743
Daegu,> 102,2016,6,2743
Daegu,> 102,2016,7,2743
Kyungnam,> 102,2018,8,2745
Sejong,> 102,2015,11,2749
Chungnam,> 102,2016,6,2749
Chungnam,> 102,2016,7,2749
Chungbuk,> 102,2021,4,2750
Chungbuk,> 102,2021,5,2750
Chungbuk,> 102,2021,6,2750
Chungbuk,> 102,2021,7,2750
Chungbuk,> 102,2021,8,2750
Chungbuk,> 102,2021,9,2750
Chungbuk,> 102,2021,10,2750
Kangwon,> 102,2017,11,2751
Sejong,> 102,2015,12,2752
Sejong,> 102,2016,1,2752
Sejong,> 102,2016,2,2752
Sejong,> 102,2016,3,2752
Jeonbuk,> 102,2019,2,2753
Jeonbuk,> 102,2019,3,2753
Kyungbuk,> 102,2020,2,2756
Chungbuk,> 102,2020,3,2756
Kyungbuk,> 102,2020,3,2756
Chungbuk,> 102,2020,4,2756
Kyungbuk,> 102,2020,4,2756
Kyungbuk,> 102,2020,5,2756
Kyungbuk,> 102,2020,6,2756
Kyungbuk,> 102,2020,7,2756
Chungnam,> 102,2017,4,2758
Chungnam,> 102,2017,5,2758
Kyungnam,> 102,2016,8,2759
Ulsan,> 102,2017,10,2761
Ulsan,> 102,2017,11,2761
Chungnam,> 102,2016,8,2765
Chungnam,> 102,2016,9,2765
Chungnam,> 102,2016,10,2765
Chungbuk,> 102,2018,6,2773
Chungbuk,> 102,2021,12,2775
Jeonbuk,> 102,2020,4,2780
Jeonbuk,> 102,2020,5,2780
Sejong,> 102,2017,10,2787
Kyungbuk,> 102,2018,3,2788
Kyungbuk,> 102,2018,4,2788
Jeonbuk,> 102,2018,4,2794
Jeonbuk,> 102,2018,5,2794
Jeonbuk,> 102,2018,6,2794
Chungbuk,> 102,2020,12,2797
Chungbuk,> 102,2021,1,2797
Chungbuk,> 102,2021,2,2797
Chungbuk,> 102,2020,11,2798
Sejong,> 102,2017,9,2799
Kyungbuk,> 102,2018,8,2810
Chungbuk,> 102,2021,3,2810
Kyungnam,> 102,2017,6,2811
Sejong,> 102,2017,11,2812
Chungbuk,> 102,2020,5,2818
Chungbuk,> 102,2020,6,2818
Chungbuk,> 102,2020,7,2818
Chungbuk,> 102,2020,8,2818
Chungbuk,> 102,2020,9,2818
Chungbuk,> 102,2020,10,2818
Kangwon,> 102,2019,7,2823
Kangwon,> 102,2019,8,2823
Kyungnam,> 102,2017,7,2826
Kyungnam,> 102,2016,1,2828
Kyungbuk,> 102,2018,9,2828
Chungnam,> 102,2020,7,2833
Chungnam,> 102,2019,8,2835
Chungnam,> 102,2019,9,2835
Chungnam,> 102,2019,10,2835
Chungnam,> 102,2019,11,2835
Chungnam,> 102,2019,12,2835
Chungnam,> 102,2020,1,2835
Chungnam,> 102,2020,2,2835
Chungnam,> 102,2020,3,2835
Chungnam,> 102,2020,4,2835
Chungnam,> 102,2020,5,2835
Chungnam,> 102,2020,6,2835
Kyungnam,> 102,2017,12,2836
Kyungnam,> 102,2018,1,2836
Kyungnam,> 102,2018,2,2836
Kyungnam,> 102,2017,11,2838
Kyungnam,> 102,2018,7,2839
Chungnam,> 102,2019,7,2839
Jeonbuk,> 102,2018,7,2850
Jeonbuk,> 102,2018,8,2850
Jeonbuk,> 102,2018,9,2850
Kangwon,> 102,2018,2,2856
Kyungnam,> 102,2018,4,2862
Kyungnam,> 102,2018,5,2862
Kyungnam,> 102,2018,6,2862
Kyungbuk,> 102,2018,5,2864
Gwangju,> 102,2017,11,2865
Gwangju,> 102,2017,12,2865
Gwangju,> 102,2018,1,2865
Gwangju,> 102,2018,2,2865
Gwangju,> 102,2018,3,2865
Kyungbuk,> 102,2018,1,2867
Kyungbuk,> 102,2018,2,2867
Kyungnam,> 102,2017,8,2868
Ulsan,> 102,2015,11,2874
Ulsan,> 102,2015,12,2874
Ulsan,> 102,2016,1,2874
Ulsan,> 102,2016,2,2874
Jeonnam,> 102,2019,6,2881
Kyungbuk,> 102,2018,11,2884
Kyungbuk,> 102,2018,12,2884
Jeonnam,> 102,2019,2,2887
Jeonnam,> 102,2019,3,2887
Incheon,> 102,2018,10,2890
Chungbuk,> 102,2022,3,2894
Kyungnam,> 102,2018,3,2897
Kyungbuk,> 102,2018,6,2903
Kyungbuk,> 102,2018,7,2903
Kyungbuk,> 102,2019,1,2905
Jeonbuk,> 102,2021,11,2908
Kyungnam,> 102,2020,7,2918
Kyungnam,> 102,2020,8,2918
Kyungnam,> 102,2020,9,2918
Kangwon,> 102,2018,3,2923
Chungbuk,> 102,2022,1,2925
Chungbuk,> 102,2022,2,2925
Kyungbuk,> 102,2018,10,2948
Jeju,> 102,2018,12,2952
Jeju,> 102,2019,1,2952
Jeju,> 102,2019,2,2952
Jeju,> 102,2019,3,2952
Jeonnam,> 102,2019,4,2954
Jeonnam,> 102,2019,5,2954
Daegu,> 102,2018,4,2966
Ulsan,> 102,2016,4,2967
Ulsan,> 102,2016,5,2967
Ulsan,> 102,2016,6,2967
Ulsan,> 102,2016,7,2967
Ulsan,> 102,2016,8,2967
Ulsan,> 102,2016,9,2967
Kyungbuk,> 102,2017,9,2969
Kyungbuk,> 102,2017,10,2969
Jeonbuk,> 102,2021,12,2980
Kyungnam,> 102,2017,10,2984
Kyungbuk,> 102,2017,11,2985
Kyungbuk,> 102,2017,12,2985
Kyungnam,> 102,2018,9,2987
Kyungnam,> 102,2018,10,2987
Kyungbuk,> 102,2019,2,2989
Jeju,> 102,2018,7,2990
Jeju,> 102,2018,8,2990
Jeju,> 102,2018,9,2990
Jeju,> 102,2018,10,2990
Kyungnam,> 102,2018,11,2990
Jeju,> 102,2018,11,2990
Sejong,> 102,2018,12,2990
Sejong,> 102,2019,1,2990
Sejong,> 102,2019,2,2990
Sejong,> 102,2019,3,2990
Jeonnam,> 102,2019,7,3003
Jeonnam,> 102,2019,8,3003
Kyungnam,> 102,2015,10,3014
Gwangju,> 102,2017,10,3016
Kyungnam,> 102,2015,12,3019
Jeju,> 102,2017,12,3029
Jeju,> 102,2018,1,3029
Jeju,> 102,2018,2,3029
Jeju,> 102,2018,3,3029
Jeju,> 102,2018,4,3029
Jeju,> 102,2018,5,3029
Jeju,> 102,2018,6,3029
Ulsan,> 102,2016,10,3033
Gwangju,> 102,2017,9,3037
Kyungnam,> 102,2015,11,3043
Daegu,> 102,2016,8,3045
Daegu,> 102,2016,9,3045
Daegu,> 102,2016,10,3045
Jeonnam,> 102,2019,9,3053
Jeonnam,> 102,2019,10,3053
Jeonnam,> 102,2019,11,3053
Jeonnam,> 102,2019,12,3053
Jeonnam,> 102,2020,1,3053
Jeonnam,> 102,2020,2,3053
Ulsan,> 102,2016,3,3057
Jeonbuk,> 102,2022,7,3071
Jeonbuk,> 102,2022,8,3071
Kyungbuk,> 102,2019,5,3076
Kyungbuk,> 102,2019,6,3076
Kyungbuk,> 102,2019,7,3076
Jeju,> 102,2016,9,3082
Jeju,> 102,2016,10,3082
Jeju,> 102,2016,11,3082
Jeju,> 102,2016,12,3082
Jeju,> 102,2017,1,3082
Jeju,> 102,2017,2,3082
Jeju,> 102,2017,3,3082
Jeonbuk,> 102,2022,5,3085
Jeonbuk,> 102,2022,6,3085
Gwangju,> 102,2016,9,3087
Gwangju,> 102,2016,10,3087
Kyungbuk,> 102,2019,3,3098
Kyungbuk,> 102,2019,4,3098
Chungbuk,> 102,2022,4,3111
Jeonbuk,> 102,2022,1,3118
Sejong,> 102,2018,4,3135
Sejong,> 102,2018,5,3135
Sejong,> 102,2018,6,3135
Sejong,> 102,2018,7,3135
Ulsan,> 102,2017,4,3137
Ulsan,> 102,2017,5,3137
Ulsan,> 102,2017,6,3137
Ulsan,> 102,2017,7,3137
Ulsan,> 102,2017,8,3137
Ulsan,> 102,2017,9,3137
Kyungnam,> 102,2017,9,3148
Jeonnam,> 102,2022,12,3161
Jeonnam,> 102,2023,1,3162
Kyungnam,> 102,2020,10,3166
Kyungnam,> 102,2020,11,3166
Kyungnam,> 102,2020,12,3166
Kyungnam,> 102,2021,1,3166
Kyungnam,> 102,2021,2,3166
Jeonbuk,> 102,2022,2,3174
Jeonbuk,> 102,2022,3,3174
Jeonbuk,> 102,2022,4,3174
Chungbuk,> 102,2022,10,3174
Chungbuk,> 102,2022,11,3174
Chungbuk,> 102,2022,9,3175
Ulsan,> 102,2016,12,3177
Ulsan,> 102,2017,1,3177
Ulsan,> 102,2017,2,3177
Ulsan,> 102,2017,3,3177
Kyungbuk,> 102,2019,8,3183
Jeonbuk,> 102,2022,9,3190
Ulsan,> 102,2016,11,3195
Jeonbuk,> 102,2022,10,3195
Sejong,> 102,2018,8,3220
Sejong,> 102,2018,9,3220
Sejong,> 102,2018,10,3220
Sejong,> 102,2018,11,3220
Chungbuk,> 102,2022,5,3222
Kyungnam,> 102,2021,4,3223
Kyungnam,> 102,2021,5,3223
Kyungnam,> 102,2021,6,3223
Chungnam,> 102,2021,7,3224
Chungbuk,> 102,2022,8,3226
Sejong,> 102,2017,12,3227
Sejong,> 102,2018,1,3227
Sejong,> 102,2018,2,3227
Sejong,> 102,2018,3,3227
Jeonnam,> 102,2021,4,3232
Jeonnam,> 102,2021,5,3232
Jeonnam,> 102,2021,6,3232
Jeonnam,> 102,2021,7,3232
Kangwon,> 102,2019,9,3233
Kangwon,> 102,2019,10,3233
Chungbuk,> 102,2022,6,3241
Chungbuk,> 102,2022,7,3241
Chungnam,> 102,2021,5,3251
Chungnam,> 102,2021,6,3251
Sejong,> 102,2022,7,3254
Sejong,> 102,2022,8,3254
Sejong,> 102,2022,9,3254
Sejong,> 102,2022,10,3254
Sejong,> 102,2022,11,3254
Jeonnam,> 102,2021,3,3257
Jeonnam,> 102,2022,10,3257
Jeonnam,> 102,2022,11,3257
Jeonnam,> 102,2022,9,3259
Chungbuk,> 102,2023,5,3266
Jeju,> 102,2019,4,3269
Jeju,> 102,2019,5,3269
Jeju,> 102,2019,6,3269
Jeonnam,> 102,2022,8,3270
Gwangju,> 102,2016,11,3273
Gwangju,> 102,2016,12,3273
Gwangju,> 102,2017,1,3273
Gwangju,> 102,2017,2,3273
Gwangju,> 102,2017,3,3273
Jeonnam,> 102,2021,10,3277
Jeonnam,> 102,2021,8,3278
Jeonnam,> 102,2021,9,3278
Chungbuk,> 102,2022,12,3281
Kyungnam,> 102,2021,3,3292
Chungbuk,> 102,2023,1,3295
Kangwon,> 102,2021,7,3305
Kangwon,> 102,2021,8,3305
Kangwon,> 102,2021,9,3309
Jeonnam,> 102,2020,12,3312
Jeonnam,> 102,2021,1,3312
Jeonnam,> 102,2021,2,3312
Chungbuk,> 102,2023,2,3329
Chungbuk,> 102,2023,3,3329
Jeonnam,> 102,2021,11,3342
Jeonbuk,> 102,2022,12,3351
Jeonbuk,> 102,2023,1,3351
Jeonbuk,> 102,2023,2,3351
Jeonnam,> 102,2023,2,3352
Gwangju,> 102,2017,4,3358
Gwangju,> 102,2017,5,3358
Gwangju,> 102,2017,6,3358
Gwangju,> 102,2017,7,3358
Gwangju,> 102,2017,8,3358
Kyungbuk,> 102,2019,9,3362
Chungbuk,> 102,2023,6,3365
Chungbuk,> 102,2023,7,3365
Busan,> 102,2017,7,3378
Jeonbuk,> 102,2021,7,3378
Jeonbuk,> 102,2021,8,3378
Jeonbuk,> 102,2021,9,3378
Chungnam,> 102,2021,3,3381
Chungnam,> 102,2021,4,3381
Chungbuk,> 102,2023,4,3392
Chungbuk,> 102,2023,8,3396
Jeonnam,> 102,2022,5,3404
Jeonnam,> 102,2022,6,3404
Jeonnam,> 102,2022,7,3404
Incheon,> 102,2015,10,3408
Incheon,> 102,2015,11,3408
Incheon,> 102,2015,12,3408
Incheon,> 102,2016,1,3408
Incheon,> 102,2016,2,3408
Incheon,> 102,2016,3,3408
Jeonnam,> 102,2023,3,3420
Sejong,> 102,2020,10,3424
Sejong,> 102,2020,11,3424
Sejong,> 102,2020,12,3424
Chungnam,> 102,2021,8,3429
Chungnam,> 102,2021,9,3429
Chungnam,> 102,2021,10,3429
Kyungbuk,> 102,2019,10,3457
Kyungbuk,> 102,2019,11,3457
Kyungbuk,> 102,2019,12,3457
Kyungbuk,> 102,2020,1,3457
Chungnam,> 102,2021,11,3461
Chungnam,> 102,2021,12,3461
Jeonnam,> 102,2023,4,3471
Sejong,> 102,2021,1,3472
Sejong,> 102,2021,2,3472
Sejong,> 102,2021,3,3472
Sejong,> 102,2021,4,3472
Sejong,> 102,2021,5,3472
Sejong,> 102,2021,6,3472
Kyungnam,> 102,2021,11,3476
Busan,> 102,2015,10,3500
Jeonbuk,> 102,2022,11,3501
Kyungnam,> 102,2021,12,3503
Kyungnam,> 102,2022,1,3503
Kangwon,> 102,2021,12,3509
Kangwon,> 102,2022,1,3509
Kangwon,> 102,2021,10,3511
Kangwon,> 102,2021,11,3511
Gwangju,> 102,2016,4,3518
Gwangju,> 102,2016,5,3518
Gwangju,> 102,2016,6,3518
Gwangju,> 102,2016,7,3518
Gwangju,> 102,2016,8,3518
Jeonbuk,> 102,2023,3,3521
Kyungnam,> 102,2021,7,3526
Kyungnam,> 102,2021,8,3526
Kyungnam,> 102,2022,2,3532
Busan,> 102,2016,5,3536
Daegu,> 102,2017,12,3543
Daegu,> 102,2018,1,3543
Daegu,> 102,2018,2,3543
Daegu,> 102,2018,3,3543
Busan,> 102,2017,10,3549
Jeonnam,> 102,2022,2,3556
Kyungnam,> 102,2021,9,3558
Jeonnam,> 102,2022,3,3560
Jeonnam,> 102,2022,4,3569
Incheon,> 102,2016,6,3576
Chungnam,> 102,2022,1,3582
Chungnam,> 102,2022,2,3582
Jeonnam,> 102,2020,11,3587
Jeonbuk,> 102,2023,4,3587
Jeonbuk,> 102,2023,5,3587
Jeonbuk,> 102,2023,6,3587
Jeonbuk,> 102,2023,7,3587
Sejong,> 102,2021,7,3593
Sejong,> 102,2021,8,3593
Sejong,> 102,2021,9,3593
Chungnam,> 102,2022,3,3596
Chungnam,> 102,2022,4,3596
Kangwon,> 102,2019,11,3598
Kangwon,> 102,2019,12,3598
Incheon,> 102,2016,7,3599
Kyungnam,> 102,2021,10,3599
Jeju,> 102,2019,7,3601
Jeju,> 102,2019,8,3601
Jeju,> 102,2019,9,3601
Jeju,> 102,2019,10,3601
Jeju,> 102,2019,11,3601
Jeju,> 102,2019,12,3601
Jeju,> 102,2020,1,3601
Jeju,> 102,2020,2,3601
Jeju,> 102,2020,3,3601
Jeonnam,> 102,2023,5,3603
Jeonnam,> 102,2023,6,3603
Jeonnam,> 102,2023,7,3603
Jeonnam,> 102,2023,8,3603
Gyeonggi,> 102,2016,4,3611
Jeonbuk,> 102,2023,8,3621
Kyungnam,> 102,2022,3,3625
Kangwon,> 102,2022,2,3631
Jeonbuk,> 102,2023,10,3631
Incheon,> 102,2016,8,3632
Incheon,> 102,2016,9,3632
Jeonnam,> 102,2020,4,3632
Jeonnam,> 102,2020,5,3632
Jeonnam,> 102,2020,7,3632
Jeonnam,> 102,2020,8,3633
Jeonnam,> 102,2020,9,3633
Jeonbuk,> 102,2023,9,3634
Busan,> 102,2017,9,3636
Busan,> 102,2017,8,3642
Chungbuk,> 102,2023,9,3650
Jeonbuk,> 102,2021,10,3656
Kyungbuk,> 102,2022,6,3659
Sejong,> 102,2022,1,3661
Sejong,> 102,2022,2,3661
Sejong,> 102,2022,3,3661
Sejong,> 102,2022,4,3661
Sejong,> 102,2022,5,3661
Sejong,> 102,2022,6,3661
Gyeonggi,> 102,2016,2,3669
Sejong,> 102,2021,12,3677
Gyeonggi,> 102,2015,10,3680
Gyeonggi,> 102,2016,3,3680
Jeonnam,> 102,2020,3,3692
Kyungbuk,> 102,2022,7,3697
Kyungbuk,> 102,2022,8,3697
Kyungnam,> 102,2018,12,3703
Kyungnam,> 102,2019,1,3703
Kyungnam,> 102,2019,2,3703
Chungbuk,> 102,2023,10,3713
Chungbuk,> 102,2023,11,3721
Busan,> 102,2016,6,3723
Gyeonggi,> 102,2015,11,3724
Jeonbuk,> 102,2023,11,3724
Jeonbuk,> 102,2023,12,3724
Jeonbuk,> 102,2024,1,3724
Jeonnam,> 102,2020,6,3725
Busan,> 102,2016,3,3727
Busan,> 102,2016,4,3727
